UID;gender;surname;name;fullname;birthdate;mandate_uid;mandate_type
PA423245;M.;Ronan;Kerdraon;KERDRAON RONAN;16/07/62;PM423246;SENAT
PA267556;M.;Alain;Marty;Marty;07/03/46;PM645396;ASSEMBLEE
PA429857;Mme;Leila;Aïchi;AICHI_LEILA_11076S;14/05/70;PM430046;SENAT
PA429855;M.;Maurice;Antiste;ANTISTE_MAURICE_C4745;22/06/53;PM429981;SENAT
PA429854;M.;Pierre;Charon;CHARON_PIERRE_11080N;01/03/51;PM430047;SENAT
PA429856;M.;Abdourahamane;Soilihi;SOILIHI_ABDOURAHAMANE_C4750;04/10/59;PM429982;SENAT
PA429851;M.;René-Paul;Savary;SAVARY_RENE_PAUL_11097X;03/01/53;PM429959;SENAT
PA429852;M.;Yannick;Vaugrenard;VAUGRENARD_YANNICK_11066Q;25/06/50;PM430021;SENAT
PA429850;M.;Jean;Germain;GERMAIN_JEAN_11108H;11/09/47;PM429972;SENAT
PA429853;M.;Hilarion;Vendegou;VENDEGOU HILARION;04/09/41;PM429900;SENAT
PA429858;M.;Philippe;Bas;BAS PHILIPPE;20/07/58;PM429958;SENAT
PA2394;M.;Jean-Claude;Peyronnet;PEYRONNET;07/11/40;PM303967;SENAT
PA2775;M.;Alain;Suguenot;Suguenot;17/09/51;PM645461;ASSEMBLEE
PA2774;M.;Jean-Pierre;Sueur;SUEUR;28/02/47;PM227339;GROUPESENAT
PA2552;M.;Alain;Richard;RICHARD ALAIN;29/08/45;PM429997;SENAT
PA605643;M.;Alain;Calmette;Calmette;30/11/57;PM645405;ASSEMBLEE
PA429859;M.;Michel;Vergoz;VERGOZ_MICHEL_11025F;10/01/50;PM430002;SENAT
PA422119;M.;David;Douillet;Douillet;17/02/69;PM645183;ASSEMBLEE
PA2776;M.;Simon;Sutour;SUTOUR;18/08/52;PM679785;ORGAINT
PA1857;M.;Thierry;Lazaro;Lazaro;27/09/60;PM645505;ASSEMBLEE
PA2603;M.;Marcel;Rogemont;Rogemont;03/01/48;PM711256;MISINFO
PA608574;Mme;Hélène;Geoffroy;Geoffroy;04/03/70;PM645588;ASSEMBLEE
PA609222;Mme;Dominique;Chauvel;Chauvel;15/02/58;PM645137;ASSEMBLEE
PA2600;M.;Alain;Rodet;Rodet;04/06/44;PM645335;ASSEMBLEE
PA606631;M.;Christian;Assaf;Assaf;01/09/72;PM645516;ASSEMBLEE
PA588886;M.;Stéphane;Le Foll;LeFoll;03/02/60;PM591206;MINISTERE
PA268019;M.;Jean-Christophe;Lagarde;Lagarde J;24/10/67;PM645116;ASSEMBLEE
PA344776;Mme;Dominique;Nachury;Nachury;01/06/51;PM645584;ASSEMBLEE
PA609314;M.;Emeric;Bréhier;Brehier;26/12/71;PM645145;ASSEMBLEE
PA1931;M.;Pierre;Lellouche;Lellouche;03/05/51;PM645042;ASSEMBLEE
PA1936;M.;Patrick;Lemasle;Lemasle;18/05/52;PM645382;ASSEMBLEE
PA605261;Mme;Sabine;Buis;Buis;15/09/70;PM645456;ASSEMBLEE
PA1020;M.;Bernard;Debré;Debre B;30/09/44;PM645057;ASSEMBLEE
PA1029;M.;Bernard;Deflesselles;Deflesselles;16/10/53;PM645524;ASSEMBLEE
PA608684;Mme;Edith;Gueugneau;Gueugneau;07/06/53;PM645599;ASSEMBLEE
PA343775;Mme;Brigitte;Lherbier;LHERBIER_Brigitte;21/06/56;PM736367;SENAT
PA2952;M.;Jean-Luc;Warsmann;Warsmann;22/10/65;PM645464;ASSEMBLEE
PA754;M.;Patrice;Carvalho;Carvalho;15/11/52;PM645050;ASSEMBLEE
PA1592;M.;David;Habib;HabibD;16/03/61;PM645232;ASSEMBLEE
PA608686;M.;Philippe;Baumel;Baumel;14/11/61;PM645601;ASSEMBLEE
PA1204;M.;Ambroise;Dupont;DUPONT AMBROISE;11/05/37;PM421478;ORGAINT
PA1208;M.;Jean-Paul;Dupré;Dupre;05/02/44;PM645486;ASSEMBLEE
PA642963;M.;Jean-Louis;Rousselin;Rousselin;19/04/58;PM717458;GP
PA267148;M.;Franck;Gilard;Gilard;01/11/50;PM645161;ASSEMBLEE
PA642965;M.;Jacques;Dellerie;Dellerie;28/01/47;PM713175;GP
PA642962;Mme;Marie;Le Vern;LeVern;11/01/83;PM713274;GP
PA1203;M.;Jean-Léonce;Dupont;DUPONT JEAN-LEONCE;31/01/55;PM309482;GROUPESENAT
PA1206;M.;Nicolas;Dupont-Aignan;DupontAignan;07/03/61;PM645054;ASSEMBLEE
PA606639;M.;Patrick;Vignal;Vignal;22/01/58;PM645521;ASSEMBLEE
PA1447;M.;Patrice;Gélard;GELARD;03/08/38;PM286490;GROUPESENAT
PA609816;Mme;Véronique;Massonneau;Massonneau;17/07/59;PM645334;ASSEMBLEE
PA267813;M.;Guy;Geoffroy;Geoffroy;26/05/49;PM645172;ASSEMBLEE
PA1445;M.;Hervé;Gaymard;Gaymard;31/05/60;PM645563;ASSEMBLEE
PA331481;M.;Bruno;Le Maire;LeMaire;15/04/69;PM645136;ASSEMBLEE
PA1443;M.;Jacques;Gautier;GAUTIER JACQUES;18/09/46;PM421413;GROUPESENAT
PA267499;M.;Christophe;Guilloteau;Guilloteau;18/06/58;PM645572;ASSEMBLEE
PA643145;Mme;Hélène;Vainqueur-Christophe;VainqueurChristophe;06/05/56;PM676812;ASSEMBLEE
PA415471;M.;Marc;Daunis;DAUNIS MARC;22/04/55;PM421705;DELEGSENAT
PA1116;M.;Michel;Destot;Destot;02/09/46;PM645530;ASSEMBLEE
PA606910;Mme;Michèle;Bonneton;Bonneton;15/07/47;PM645547;ASSEMBLEE
PA266788;M.;Pierre;Morel-À-L'Huissier;MorelALHuissier;21/12/58;PM645294;ASSEMBLEE
PA267492;M.;Jean-Jacques;Candelier;Candelier;07/03/45;PM645465;ASSEMBLEE
PA609218;Mme;Estelle;Grelier;Grelier;22/06/73;PM645132;ASSEMBLEE
PA481;M.;Michel;Berson;BERSON_MICHEL_11068S;21/04/45;PM429927;SENAT
PA267788;Mme;Jacqueline;Farreyrol;FARREYROL_JACQUELINE_11022C;25/02/39;PM430001;SENAT
PA609963;M.;Michel;Pouzol;Pouzol;05/07/62;PM645045;ASSEMBLEE
PA606351;Mme;Carole;Delga;Delga;19/08/71;PM645384;ASSEMBLEE
PA267965;Mme;Annick;Lepetit;Lepetit;31/03/58;PM645052;ASSEMBLEE
PA330684;Mme;Valérie;Boyer;BoyerV;11/06/62;PM645497;ASSEMBLEE
PA267785;M.;Guillaume;Larrivé;Larrive;24/01/77;PM645359;ASSEMBLEE
PA267765;M.;François-Xavier;Villain;Villain;31/05/50;PM645472;ASSEMBLEE
PA304737;M.;Benoît;Huré;HURE BENOIT;05/06/53;PM307809;GROUPESENAT
PA267762;M.;Jean-Pierre;Decool;Decool_Jean_Pierre;19/10/52;PM645455;ASSEMBLEE
PA337633;Mme;Annick;Girardin;GirardinA;03/08/64;PM645317;ASSEMBLEE
PA227440;M.;Christian;Cointat;COINTAT;11/07/43;PM286460;GROUPESENAT
PA304090;M.;Serge;Larcher;LARCHER SERGE;17/10/45;PM304365;GROUPESENAT
PA642705;M.;Guy;Bailliart;Bailliart;24/09/46;PM712927;GE
PA343988;M.;Olivier;Paccaud;PACCAUD_Olivier;13/04/69;PM736310;SENAT
PA429841;M.;Dominique;Watrin;WATRIN_DOMINIQUE_11063M;14/06/53;PM430014;SENAT
PA429842;Mme;Sophie;Primas;PRIMAS_SOPHIE_11090Q;07/06/62;PM429920;SENAT
PA429840;M.;Thani;Mohamed Soilihi;MOHAMED_SOILIHI_THANI_11072N;20/06/72;PM429983;SENAT
PA429845;M.;Ronan;Dantec;DANTEC_RONAN_11065P;05/08/63;PM430023;SENAT
PA429843;Mme;Natacha;Bouchart;BOUCHART_NATACHA_11060J;29/05/63;PM430013;SENAT
PA429846;M.;Christophe;Béchu;BECHU_CHRISTOPHE_11030C;11/06/74;PM429917;SENAT
PA429844;Mme;Michelle;Meunier;MEUNIER_MICHELLE_11067R;24/01/56;PM430022;SENAT
PA429847;Mme;Chantal;Jouanno;JOUANNO CHANTAL;12/07/69;PM430067;SENAT
PA429849;M.;Christian;Namy;NAMY_CHRISTIAN_C4633;19/10/38;PM429952;SENAT
PA643190;M.;Gérard;Poadja;POADJA_Gerard;30/09/63;PM736252;SENAT
PA2543;M.;Charles;Revet;REVET;09/11/37;PM286561;GROUPESENAT
PA429848;M.;Henri;Tandonnet;TANDONNET_HENRI_C4575;14/12/49;PM429951;SENAT
PA1842;M.;Robert;Laufoaulu;LAUFOAULU;07/07/47;PM286594;GROUPESENAT
PA906;M.;Gérard;Collomb;COLLOMB GERARD;20/06/47;PM303911;SENAT
PA1844;M.;Jean;Launay;Launay;24/07/52;PM645254;ASSEMBLEE
PA905;M.;Yvon;Collin;COLLIN;10/04/44;PM303952;SENAT
PA2549;Mme;Marie-Line;Reynaud;Reynaud;17/07/54;PM645412;ASSEMBLEE
PA606924;Mme;Joëlle;Huillier;Huillier;06/10/48;PM645527;ASSEMBLEE
PA2611;M.;Bernard;Roman;Roman;15/07/52;PM645436;ASSEMBLEE
PA391505;Mme;Brigitte;Gonthier-Maurin;GONTHIER-MAURIN BRIGITTE;23/04/56;PM391558;GROUPESENAT
PA2161;M.;Michel;Mercier;MERCIER_MICHEL;07/03/47;PM309492;GROUPESENAT
PA2613;M.;Yves;Rome;ROME_YVES_11046L;25/04/50;PM430006;SENAT
PA609764;M.;Yannick;Moreau;Moreau;04/08/75;PM645323;ASSEMBLEE
PA1809;M.;Jérôme;Lambert;Lambert;07/06/57;PM645415;ASSEMBLEE
PA336112;M.;Jacques;Valax;Valax;23/08/51;PM645253;ASSEMBLEE
PA745;M.;Jean-Louis;Carrère;CARRERE;04/12/44;PM227312;GROUPESENAT
PA608363;M.;Philippe;Bies;Bies;14/01/64;PM645571;ASSEMBLEE
PA330981;Mme;Martine;Pinville;Pinville;23/10/58;PM645409;ASSEMBLEE
PA609365;M.;Henri;Guaino;Guaino;11/03/57;PM645191;ASSEMBLEE
PA859;M.;Jean-Pierre;Chevènement;CHEVENEMENT;09/03/39;PM421472;ORGAINT
PA415477;M.;Jean-Luc;Fichet;FICHET JEAN-LUC;15/07/53;PM421691;DELEGSENAT
PA336971;M.;Daniel;Goldberg;Goldberg;24/08/65;PM645102;ASSEMBLEE
PA607632;M.;Philippe;Noguès;Nogues;07/05/55;PM645387;ASSEMBLEE
PA608695;Mme;Cécile;Untermaier;Untermaier;28/12/51;PM645605;ASSEMBLEE
PA608741;Mme;Sylvie;Tolmont;Tolmont;09/10/62;PM711236;MISINFO
PA333611;Mme;Aurélie;Filippetti;Filippetti;17/06/73;PM591197;MINISTERE
PA1695;M.;Christian;Jacob;Jacob;04/12/59;PM645157;ASSEMBLEE
PA415473;Mme;Colette;Giudicelli;GIUDICELLI COLETTE;24/11/43;PM437038;DELEGSENAT
PA1699;M.;Denis;Jacquat;Jacquat;29/05/44;PM645390;ASSEMBLEE
PA611;M.;Joël;Bourdin;BOURDIN;25/01/38;PM286445;GROUPESENAT
PA606586;M.;Frédéric;Roig;Roig;18/05/69;PM645490;ASSEMBLEE
PA267151;M.;Jean-Pierre;Gorges;Gorges;03/08/53;PM645165;ASSEMBLEE
PA608718;Mme;Françoise;Dubois;Dubois;06/12/47;PM645610;ASSEMBLEE
PA1275;M.;Hubert;Falco;FALCO;15/05/47;PM426335;SENAT
PA1477;M.;Jordi;Ginesta;Ginesta_Jordi;08/07/42;PM645282;ASSEMBLEE
PA1476;Mme;Dominique;Gillot;GILLOT DOMINIQUE_C5752;11/07/49;PM429998;SENAT
PA607187;Mme;Monique;Rabin;Rabin;02/07/54;PM645224;ASSEMBLEE
PA267801;M.;Yves;Jégo;Jego;17/04/61;PM645153;ASSEMBLEE
PA266774;M.;Laurent;Furst;Furst;19/05/65;PM645583;ASSEMBLEE
PA266776;M.;Frédéric;Reiss;Reiss;12/11/49;PM711237;MISINFO
PA607369;M.;Serge;Bardy;Bardy;06/11/47;PM645318;ASSEMBLEE
PA494;M.;Jean;Besson;BESSON JEAN;01/07/48;PM421465;ORGAINT
PA642805;Mme;Régine;Povéda;Povéda;24/08/57;PM707689;GE
PA1301;M.;André;Ferrand;FERRAND ANDRE;22/02/36;PM286478;GROUPESENAT
PA331582;M.;Philippe;Vigier;VigierP;03/02/58;PM645198;ASSEMBLEE
PA335054;Mme;Marietta;Karamanli;Karamanli;18/12/64;PM645614;ASSEMBLEE
PA605952;Mme;Barbara;Romagnan;Romagnan;25/04/74;PM645049;ASSEMBLEE
PA267797;Mme;Catherine;Vautrin;Vautrin;26/07/60;PM645350;ASSEMBLEE
PA267794;Mme;Michèle;Tabarot;Tabarot;13/10/62;PM711235;MISINFO
PA590034;Mme;Marie-Arlette;Carlotti;Carlotti;21/01/52;PM591264;MINISTERE
PA267795;M.;Jean-Pierre;Leleux;LELEUX JEAN-PIERRE;08/05/47;PM421489;ORGAINT
PA267576;M.;Marcel;Bonnot;Bonnot M;24/05/46;PM645073;ASSEMBLEE
PA590032;M.;Benoît;Hamon;Hamon;26/06/67;PM591243;MINISTERE
PA606161;Mme;Chantal;Guittet;Guittet;12/03/55;PM645250;ASSEMBLEE
PA341481;M.;Guy;Lefrand;Lefrand;11/03/63;PM718620;ASSEMBLEE
PA331807;Mme;Martine;Martinel;Martinel;26/09/53;PM645367;ASSEMBLEE
PA343408;M.;Jean-Marc;Fournel;Fournel;09/12/58;PM707676;GE
PA267775;M.;Philippe;Cochet;CochetP;23/05/61;PM645585;ASSEMBLEE
PA642736;Mme;Marie-Thérèse;Le Roy;LeRoy;07/05/53;PM713270;GP
PA303998;Mme;Christiane;Demontès;DEMONTES CHRISTIANE;14/05/54;PM304122;SENAT
PA303999;Mme;Muguette;Dini;DINI MUGUETTE;16/03/40;PM304124;SENAT
PA687214;M.;Sylvain;Berrios;Berrios;06/05/68;PM687217;ASSEMBLEE
PA303993;M.;Roland;Ries;RIES ROLAND;11/01/45;PM310472;GROUPESENAT
PA303994;Mme;Esther;Sittler;SITTLER ESTHER;09/05/52;PM318624;GROUPESENAT
PA303995;Mme;Patricia;Schillinger;SCHILLINGER;18/01/63;PM304131;SENAT
PA642739;M.;Gwenegan;Bui;Bui;27/07/74;PM676811;ASSEMBLEE
PA346876;M.;Thierry;Solère;Solere;17/08/71;PM645097;ASSEMBLEE
PA331973;Mme;Pascale;Got;Got;01/04/61;PM645438;ASSEMBLEE
PA303992;Mme;Fabienne;Keller;KELLER FABIENNE;20/10/59;PM310448;SENAT
PA304074;M.;Jean-Claude;Merceron;MERCERON JEAN-CLAUDE;12/01/42;PM304260;SENAT
PA304077;M.;Pierre;Bordier;BORDIER PIERRE;21/06/45;PM304242;SENAT
PA304076;M.;Jackie;Pierre;PIERRE JACKIE;27/05/46;PM304262;SENAT
PA304073;Mme;Christiane;Hummel;HUMMEL CHRISTIANE;08/05/42;PM304253;SENAT
PA303997;M.;François-Noël;Buffet;BUFFET FRANÇOIS-NOËL;28/08/63;PM304120;SENAT
PA304071;M.;Pierre-Yves;Collombat;COLLOMBAT PIERRE-YVES;18/07/45;PM304244;SENAT
PA304079;M.;Serge;Dassault;DASSAULT SERGE;04/04/25;PM304304;GROUPESENAT
PA303996;Mme;Catherine;Troendlé;TROENDLE CATHERINE;20/02/61;PM304133;SENAT
PA336576;Mme;Marie-Louise;Fort;Fort;03/12/50;PM645364;ASSEMBLEE
PA2377;M.;Bernard;Perrut;Perrut;24/01/57;PM645591;ASSEMBLEE
PA2597;M.;François;Rochebloine;Rochebloine;31/10/45;PM645126;ASSEMBLEE
PA1871;M.;Jean-Yves;Le Déaut;LeDeaut;01/02/45;PM645374;ASSEMBLEE
PA333335;M.;Hervé;Féron;Feron;03/08/56;PM711249;MISINFO
PA2374;Mme;Geneviève;Gaillard;GaillardG;13/05/47;PM645217;ASSEMBLEE
PA1874;M.;Marc;Le Fur;LeFur;28/11/56;PM645474;ASSEMBLEE
PA227098;M.;Jean-Marie;Vanlerenberghe;VANLERENBERGHE;29/03/39;PM318653;GROUPESENAT
PA605069;M.;Jean-Louis;Bricout;BricoutJ;27/12/57;PM645534;ASSEMBLEE
PA227097;M.;André;Trillard;TRILLARD;24/10/47;PM286576;GROUPESENAT
PA2112;M.;Marc;Massion;MASSION;12/11/35;PM303930;SENAT
PA227099;M.;François;Zocchetto;ZOCCHETTO;14/12/58;PM427299;GROUPESENAT
PA227094;M.;Bruno;Sido;SIDO;19/02/51;PM286571;GROUPESENAT
PA2116;M.;Jean Louis;Masson;MASSON JEANLOUIS;25/03/47;PM301120;GROUPESENAT
PA1919;M.;Jacques;Legendre;LEGENDRE;02/12/41;PM286524;GROUPESENAT
PA606555;Mme;Anne-Yvonne;Le Dain;LeDain;01/09/55;PM645477;ASSEMBLEE
PA333421;M.;Bertrand;Pancher;Pancher;05/06/58;PM645375;ASSEMBLEE
PA227092;M.;Daniel;Raoul;RAOUL;28/07/41;PM227333;GROUPESENAT
PA1911;M.;Michel;Lefait;Lefait;20/05/46;PM645152;ASSEMBLEE
PA2027;M.;Philippe;Madrelle;MADRELLE;21/04/37;PM430404;COMSENAT
PA2023;M.;Roger;Madec;MADEC ROGER;27/10/50;PM304356;GROUPESENAT
PA1466;M.;Alain;Gest;Gest;27/12/50;PM645240;ASSEMBLEE
PA1046;M.;Francis;Delattre;DELATTRE_FRANCIS_11088W;11/09/46;PM429996;SENAT
PA609578;Mme;Linda;Gourjade;Gourjade;13/07/62;PM645256;ASSEMBLEE
PA2971;Mme;Marie-Jo;Zimmermann;Zimmermann;29/04/51;PM645392;ASSEMBLEE
PA345937;M.;Jean-Frédéric;Poisson;Poisson;22/01/63;PM645177;ASSEMBLEE
PA607769;M.;Rémi;Pauvros;Pauvros;01/07/52;PM645494;ASSEMBLEE
PA1048;M.;Michel;Delebarre;DELEBARRE_MICHEL_11035H;27/04/46;PM429935;SENAT
PA610075;M.;Sébastien;Pietrasanta;Pietrasanta;07/08/77;PM645068;ASSEMBLEE
PA267165;M.;Luc;Chatel;Chatel;15/08/64;PM645360;ASSEMBLEE
PA1689;Mme;Françoise;Imbert;Imbert;16/09/47;PM645378;ASSEMBLEE
PA1268;M.;Laurent;Fabius;Fabius;20/08/46;PM591164;MINISTERE
PA330357;M.;Olivier;Dussopt;Dussopt;16/08/78;PM645453;ASSEMBLEE
PA1684;M.;Jean-Jacques;Hyest;HYEST;02/03/43;PM286511;GROUPESENAT
PA609775;M.;Hugues;Fourage;Fourage;04/06/65;PM645329;ASSEMBLEE
PA608641;M.;Yves;Blein;Blein;12/10/54;PM645579;ASSEMBLEE
PA342564;Mme;Monique;Lubin;Lubin_Monique;16/07/63;PM736388;SENAT
PA267013;M.;Michel;Sordi;Sordi;09/11/53;PM645613;ASSEMBLEE
PA642940;Mme;Fanélie;Carrey-Conte;CarreyConte;16/05/80;PM676814;ASSEMBLEE
PA216574;M.;Francis;Hillmeyer;Hillmeyer;09/09/46;PM645629;ASSEMBLEE
PA1319;M.;Gaston;Flosse;FLOSSE;24/06/31;PM430332;COMSENAT
PA1311;M.;Guy;Fischer;FISCHER;12/01/44;PM303917;SENAT
PA1310;M.;François;Fillon;FILLON;04/03/54;PM645047;ASSEMBLEE
PA606712;M.;Gilles;Lurton;Lurton;06/07/63;PM645549;ASSEMBLEE
PA642836;Mme;Geneviève;Gosselin-Fleury;GosselinFleury;22/02/54;PM676799;ASSEMBLEE
PA337504;Mme;Chantal;Berthelot;Berthelot;12/09/58;PM645271;ASSEMBLEE
PA607287;M.;Matthias;Fekl;Fekl;04/10/77;PM645263;ASSEMBLEE
PA607283;Mme;Lucette;Lousteau;Lousteau;20/12/48;PM645259;ASSEMBLEE
PA606375;Mme;Émilienne;Poumirol;Poumirol;25/07/50;PM676790;ASSEMBLEE
PA331594;M.;Jean-Jacques;Urvoas;Urvoas;19/09/59;PM645208;ASSEMBLEE
PA606623;M.;Sébastien;Denaja;Denaja;14/01/79;PM645513;ASSEMBLEE
PA267585;M.;Francis;Vercamer;Vercamer;10/05/58;PM645508;ASSEMBLEE
PA314;M.;Olivier;Audibert Troin;AudibertTroin;16/08/60;PM645292;ASSEMBLEE
PA267743;M.;Édouard;Courtial;Courtial;28/06/73;PM645058;ASSEMBLEE
PA417099;M.;Arnaud;Robinet;Robinet;30/04/75;PM645346;ASSEMBLEE
PA642724;M.;Frédéric;Barbier;Barbier;30/08/60;PM676813;ASSEMBLEE
PA304086;Mme;Catherine;Procaccia;PROCACCIA CATHERINE;13/10/49;PM304324;GROUPESENAT
PA304085;M.;Christian;Cambon;CAMBON CHRISTIAN;08/03/48;PM304303;GROUPESENAT
PA267204;M.;Jean-Marie;Sermier;Sermier;05/03/61;PM645551;ASSEMBLEE
PA304088;M.;Jacques;Gillot;GILLOT JACQUES;04/03/48;PM304364;GROUPESENAT
PA304082;Mme;Éliane;Assassi;ASSASSI ELIANE;02/10/58;PM304282;GROUPESENAT
PA337568;M.;Jean-Claude;Fruteau;Fruteau;06/06/47;PM645287;ASSEMBLEE
PA2295;M.;Patrick;Ollier;Ollier;17/12/44;PM645091;ASSEMBLEE
PA2365;M.;Jean-Claude;Perez;Perez;31/03/64;PM645481;ASSEMBLEE
PA333043;M.;Marc;Goua;Goua;03/03/40;PM645303;ASSEMBLEE
PA304069;M.;Pierre;Martin;MARTIN PIERRE;27/09/43;PM318662;GROUPESENAT
PA304062;M.;Daniel;Dubois;DUBOIS DANIEL;05/02/52;PM304247;SENAT
PA610681;Mme;Ericka;Bareigts;Bareigts;16/04/67;PM645275;ASSEMBLEE
PA2360;M.;Daniel;Percheron;PERCHERON;31/08/42;PM227331;GROUPESENAT
PA693008;M.;Napole;Polutele;Polutele;25/06/64;PM693014;ASSEMBLEE
PA227089;Mme;Valérie;Létard;LETARD;13/10/62;PM309490;GROUPESENAT
PA1867;M.;Gérard;Le Cam;LECAM;24/02/54;PM430235;SENAT
PA227083;Mme;Odette;Herviaux;HERVIAUX;06/01/48;PM227323;GROUPESENAT
PA1866;M.;Gilbert;Le Bris;LeBris;03/03/49;PM645284;ASSEMBLEE
PA227087;M.;Jean-René;Lecerf;LECERF;10/04/51;PM286522;GROUPESENAT
PA2631;M.;René;Rouquet;ROUQUET RENÉ;15/02/46;PM645178;ASSEMBLEE
PA227088;M.;Philippe;Leroy;LEROY PHILIPPE;03/02/40;PM286527;GROUPESENAT
PA610066;M.;Alexis;Bachelay;Bachelay;19/08/73;PM645059;ASSEMBLEE
PA336175;Mme;Sylvia;Pinel;Pinel;28/09/77;PM591240;MINISTERE
PA309643;Mme;Véronique;Besse;Besse V;11/08/63;PM645326;ASSEMBLEE
PA609292;M.;Eduardo;Rihan Cypel;RihanCypel;13/11/75;PM645169;ASSEMBLEE
PA877;Mme;Marie-Françoise;Clergeau;Clergeau;02/05/48;PM645349;ASSEMBLEE
PA609743;Mme;Sylviane;Bulteau;Bulteau;21/04/64;PM645321;ASSEMBLEE
PA875;M.;Marcel-Pierre;Cléach;CLEACH;16/01/34;PM286458;GROUPESENAT
PA872;M.;Alain;Claeys;Claeys;25/08/48;PM645331;ASSEMBLEE
PA334951;M.;Jean-Michel;Villaumé;Villaume;27/03/46;PM645594;ASSEMBLEE
PA345785;Mme;Claudine;Thomas;THOMAS_Claudine;19/08/61;PM736294;SENAT
PA608434;M.;Claude;Sturni;Sturni;25/08/62;PM645593;ASSEMBLEE
PA415489;M.;Jean-François;Mayet;MAYET JEAN-FRANÇOIS;30/01/40;PM421715;DELEGSENAT
PA415488;Mme;Nicole;Bonnefoy;BONNEFOY NICOLE;11/08/58;PM421703;DELEGSENAT
PA415480;M.;Raymond;Vall;VALL RAYMOND;13/01/42;PM516840;COMSENAT
PA415482;M.;Jacques;Mézard;MEZARD JACQUES;03/12/47;PM421671;DELEGSENAT
PA415485;M.;Claude;Bérit-Débat;BERITDEBAT CLAUDE;19/02/46;PM421932;DELEGSENAT
PA415487;M.;Jacques;Berthou;BERTHOU JACQUES;03/03/40;PM436998;DELEGSENAT
PA608348;M.;Pierre;Aylagas;Aylagas;24/07/42;PM645322;ASSEMBLEE
PA415484;M.;Rachel;Mazuir;MAZUIR RACHEL;12/02/40;PM436992;DELEGSENAT
PA609345;M.;François;de Mazières;Mazieres (de);22/05/60;PM711254;MISINFO
PA415486;Mme;Sylvie;Goy-Chavent;GOY-CHAVENT SYLVIE;23/05/63;PM421687;DELEGSENAT
PA415481;Mme;Bernadette;Bourzai;BOURZAI BERNADETTE;28/05/45;PM421690;DELEGSENAT
PA415463;M.;Roland;Povinelli;POVINELLI;09/08/41;PM430413;COMSENAT
PA415460;M.;Alain;Anziani;ANZIANI ALAIN;30/05/51;PM430216;SENAT
PA415462;M.;Alain;Chatillon;CHATILLON ALAIN;15/03/43;PM421695;DELEGSENAT
PA415483;M.;Yves;Daudigny;DAUDIGNY YVES;23/02/47;PM421676;DELEGSENAT
PA415467;M.;Dominique;de Legge;LEGGE (DE) DOMINIQUE;18/02/52;PM430365;COMSENAT
PA415466;M.;Jean-Jacques;Mirassou;MIRASSOU JEAN-JACQUES;01/11/52;PM421662;DELEGSENAT
PA415465;Mme;Virginie;Klès;KLES VIRGINIE;18/08/61;PM430460;COMSENAT
PA607761;Mme;Audrey;Linkenheld;Linkenheld;11/10/73;PM645482;ASSEMBLEE
PA415464;Mme;Françoise;Laborde;LABORDE FRANÇOISE;08/07/58;PM437062;DELEGSENAT
PA345676;Mme;Marie-Françoise;Gaouyer;GAOUYER MARIE-FRANÇOISE;17/08/49;PM697782;COMSENAT
PA415461;Mme;Isabelle;Pasquet;PASQUET;08/03/62;PM684586;CMP
PA1075;M.;Marcel;Deneux;DENEUX;16/08/28;PM303913;SENAT
PA342415;Mme;Marie-Noëlle;Battistel;Battistel;20/08/56;PM645532;ASSEMBLEE
PA415469;M.;René;Vestri;VESTRI RENÉ;25/10/38;PM421656;DELEGSENAT
PA691475;Mme;Hélène;Masson-Maret;MASSONMARET HÉLÈNE;04/04/47;PM691476;COMSENAT
PA1070;M.;Jean-Pierre;Demerliat;DEMERLIAT;08/05/43;PM303955;SENAT
PA1071;Mme;Michelle;Demessine;DEMESSINE MICHELLE;18/06/47;PM227230;GROUPESENAT
PA415468;Mme;Samia;Ghali;GHALI SAMIA;10/06/68;PM431002;GROUPESENAT
PA672;M.;Jean-Jacques;Bridey;Bridey;07/05/53;PM645175;ASSEMBLEE
PA1675;M.;Jean-François;Humbert;HUMBERT;17/10/52;PM286510;GROUPESENAT
PA671;Mme;Nicole;Bricq;BRICQ NICOLE;10/06/47;PM591185;MINISTERE
PA1090;M.;Gérard;Dériot;DERIOT;01/11/44;PM286589;GROUPESENAT
PA642858;Mme;Nadège;Lefebvre;LEFEBVRE_Nadege;25/10/60;PM736311;SENAT
PA610873;Mme;Axelle;Lemaire;Lemaire;18/10/74;PM645215;ASSEMBLEE
PA1417;M.;René;Garrec;GARREC;24/12/34;PM286487;GROUPESENAT
PA610891;M.;Philip;Cordery;Cordery;17/04/66;PM645221;ASSEMBLEE
PA695100;M.;Meyer;Habib;HabibM;28/04/61;PM695114;GP
PA267918;Mme;Thérèse;Guilbert;Guilbert;18/02/43;PM676800;ASSEMBLEE
PA642844;Mme;Sylvie;Pichot;Pichot;01/06/55;PM676807;ASSEMBLEE
PA606495;M.;Gilles;Savary;Savary;06/12/54;PM645463;ASSEMBLEE
PA607691;M.;Laurent;Kalinowski;Kalinowski;28/06/55;PM645401;ASSEMBLEE
PA1521;M.;Philippe;Goujon;GOUJON PHILIPPE;30/04/54;PM645078;ASSEMBLEE
PA1252;M.;Henri;Emmanuelli;Emmanuelli;31/05/45;PM645095;ASSEMBLEE
PA606149;M.;Jean-Luc;Bleunven;Bleunven;20/12/58;PM645218;ASSEMBLEE
